Role,Job Title,Company,Location,Experience,Salary,Skills,Posted Date
Data Scientist,Data Scientist,Alstom,"Bengaluru, KA",5-9 Yrs,N/A,"python, software testing, linux internals, artificial intelligence, machine learning algorithms, natural language processing, video analytics, sql",6 days ago
Data Scientist,Data Scientist,Hexaware Technologies,"Pune, Bengaluru, Mumbai (All Areas)",6-9 Yrs,8-18 Lacs PA,"Data science, Machine Learning, Python, Science, Data, Machine",1 week ago
Data Scientist,Data Scientist / Data Analyst (R Focus),Geotechnosoft,Patna,0-2 Yrs,N/A,"Computer science, Data analysis, Focus, Analytical, Machine learning, Data collection, Data Analyst, Data quality",2 weeks ago
Data Scientist,Data Scientist,Genpact,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",4-9 Yrs,9-19 Lacs PA,"Data Science, Aiml, Machine Learning, Deep Learning, Python, LLMs, Machine, Data",1 week ago
Data Scientist,Data Scientist,IT,Bengaluru,6-11 Yrs,N/A,"Data Science, R Program, Python, SQL, Deep Learning, Data, R, Science",1 day ago
Data Scientist,Gen AI Data Scientist - PAN INDIA,Genpact,"Hybrid - Hyderabad, Gurugram, Bengaluru",6-11 Yrs,N/A,"python, Machine Learning, Gen AI Data Scientist, azure, Predictive Modeling, Generative AI, Logistic Regression, Natural Language Processing",1 week ago
Data Scientist,Data Scientist,Sanofi,Hyderabad,3-8 Yrs,N/A,"continuous integration, data science, gcp, spark, aws, algorithms, deploying models, data validation",1 day ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"python, data analytics, cloud technologies, tableau, ml, hive, algorithms, natural language processing",2 days ago
Data Scientist,Data Scientist,Motorola Solutions,Bengaluru,4-9 Yrs,N/A,"Computer science, Data analysis, Automation, Coding, Analytical, Machine learning, Hypothesis Testing, Data mining",2 days ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"python, data analytics, cloud technologies, tableau, ml, hive, algorithms, natural language processing",6 days ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"algorithms, python, data analytics, tableau, ml, hive, data analysis, natural language processing",2 days ago
Data Scientist,LLM Data Scientist,Gokloud Software Solutions,Remote,3-5 Yrs,N/A,"Large Language Model, Natural Language Processing, Python, Tensorflow, Pytorch, Huggingface, Data, Languages",1 day ago
Data Scientist,Data Scientist,Capgemini,"Noida, Hyderabad, Gurugram",4-5 Yrs,N/A,"natural language processing, data mining, data science, computer vision, machine learning algorithms, hive, algorithms, scipy",5 days ago
Data Scientist,Data Scientist,Anewa Engineering Pvt Ltd - NMDC Energy,Hybrid - Hyderabad,5-8 Yrs,N/A,"AI & ML Models, Power Bi, Azure Cloud, Python, SQL, Computer Vision, Bi, Computer",1 day ago
Data Scientist,Data Engineer /Data Scientist,Trantor,"Hybrid - Noida, Pune, Bengaluru",7-11 Yrs,N/A,"Business Intelligence, Data Architecture, azure, Python, Data Engineering, Data, Architecture, Microsoft Azure",6 days ago
Data Scientist,"Data Scientist-Snowflake, Python",Photon,Bengaluru,6-9 Yrs,N/A,"data modeling, devops, snowflake, python, aws, data warehousing, pyspark, sql",6 days ago
Data Scientist,Data Scientist,Blue Star,Thane,0-2 Yrs,N/A,"algorithms, python, modeling, data analysis, data analytics, natural language processing, data mining, predictive",1 week ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Mumbai,3-7 Yrs,N/A,"python, ml algorithms, tensorflow, pytorch, statistics, algorithms, cnn, natural language processing",6 days ago
Data Scientist,Data Scientist (Tabular & Text) - GM Data & AI Lab,BNP Paribas,Mumbai,1-6 Yrs,N/A,"python, numpy, machine learning, network architectures, artificial intelligence, data management, data analytics, data security",2 days ago
Data Scientist,Data Scientist,BNP Paribas,Mumbai,1-3 Yrs,N/A,"Data Science, pandas, transformers, python, AI model, PyTorch, scikit-learn, langchain",2 days ago
Data Scientist,Data Scientist,R2R CONSULTANTS,"Mumbai, Thane",4-5 Yrs,12-15 Lacs PA,"Data Analytics, Customer loyalty, Customer retention, Data, Retention, Loyalty, Analytics",1 day ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Hyderabad,3-7 Yrs,N/A,"elastic search, java, cobol, splunk, agile, targetlink, simulink, data management",2 days ago
Data Scientist,Data Scientist,Biz2Credit,Pune,20-30 Yrs,N/A,"python, mathematics, bi, predictive, power bi, machine learning, classification, sql",1 day ago
Data Scientist,Pune || Data Scientist,Globallogic,Pune,5-10 Yrs,N/A,"scikit-learn, numpy, artificial intelligence, sql, docker, deep learning, tensorflow, git",5 days ago
Data Scientist,Data scientist,Aziro,Bengaluru,7-12 Yrs,N/A,"kubernetes, scikit-learn, nltk, aks, numpy, eks, artificial intelligence, tensorflow",2 days ago
Data Scientist,Data Scientist,Retransform,Mumbai,3-4 Yrs,N/A,"Training, data science, Data modeling, spark, MySQL, Machine learning, Hadoop, Object oriented programming",1 day ago
Data Scientist,Data Scientist,Gokloud Software Solutions,Remote,3-7 Yrs,N/A,"Machine Learning, Deep Learning, Python, Tensorflow, Scikit-Learn, Data, Machine",1 day ago
Data Scientist,Data Scientist,Rebaca Technologies,Kolkata,3-5 Yrs,N/A,"LLM, GenAI, Data Science, CNN, RNN, data science algorithms, RAG, Algorithm",1 day ago
Data Scientist,Data Scientist,WTW Global Delivery And Solutions,Hybrid - Thane,5-10 Yrs,9.5-19.5 Lacs PA,"Python, Predictive Modeling, Generative AI, Power BI, Hadoop, Finance Analytics, Big Data, Kafka",1 day ago
Data Scientist,Data Scientist,Jaggaer,Hyderabad,3-7 Yrs,N/A,"python, natural language processing, scikit-learn, forecasting, information retrieval, predictive, adk, microsoft azure",1 day ago
Data Scientist,"Data Scientist - Gen AI, AWS/Azure",Ltimindtree,Hybrid - Coimbatore,7-12 Yrs,N/A,"data scientist, Data Science, Gen AI, Azure, Generative Ai, Natural Language Processing, Retrieval Augmented Generation, AWS",1 day ago
Data Scientist,Data Scientist,Caterpillar Inc,Bengaluru,5-10 Yrs,N/A,"Supply chain, SAS, Data management, Business analytics, Analytical, Data processing, Predictive modeling, Data mining",2 days ago
Data Scientist,Data Scientist,Saap Enterprises India Llp,Hyderabad,2-5 Yrs,N/A,"Python, Tensorflow, Airflow, EDA, Scalability, Power Bi, Machine Learning, Scikit-Learn",1 day ago
Data Scientist,Data Scientist,Sia Partners,Mumbai,4-6 Yrs,N/A,"GCP, Analytical, Business analytics, Consulting, Machine learning, Oracle, Forecasting, Analytics",1 day ago
Data Scientist,Data Scientist,Leading Client,Bengaluru,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist ( Azure ),Trantor,Noida,10-15 Yrs,N/A,"Computer science, Performance tuning, Automation, Data analysis, Data modeling, Machine learning, Agile, Monitoring",1 day ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,3-7 Yrs,N/A,"python, pandas, tensorflow, pytorch, keras, natural language processing, neural networks, predictive",1 week ago
Data Scientist,Data Scientist,EXL,"Hybrid - Gurugram, Bengaluru",5-8 Yrs,N/A,"Data Science, Machine Learning, SQL, Natural Language Processing, Languages, Process, Processing, Science",1 week ago
Data Scientist,Data Scientist,Dr Reddys Foundation (DRF),Hyderabad,1-3 Yrs,N/A,"RDBMS, Django, Azure Cloud Services, Python, SQL, MySQL, Classification, Regression",5 days ago
Data Scientist,Data Scientist (Open CV),Evnek,Bengaluru,1-5 Yrs,N/A,"image processing, python, numpy, machine learning, opencv, natural language processing, microsoft azure, jupyter notebook",5 days ago
Data Scientist,Data Scientist,Razorthink,"Mumbai, Delhi / NCR, Bengaluru",3-5 Yrs,N/A,"Data Science, Python, R, Data Scientist, data mining, Pandas, Scikit-learn, statistical analysis",5 days ago
Data Scientist,Data Scientist I,Media Iq Digital,Bengaluru,0-5 Yrs,N/A,"Product management, SQL queries, Machine learning, Healthcare, Pattern recognition, Data mining, big data, digital advertising",1 week ago
Data Scientist,Fullstack Data Scientist,Chubb,Bengaluru,5-10 Yrs,N/A,"Pyspark, MLOPS, ML, Python, Data Engineering, Azure Databricks, Microsoft Azure, Data",1 day ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"algorithms, python, data analytics, tableau, ml, hive, data analysis, natural language processing",1 week ago
Data Scientist,Data Scientist,Course5 Intelligence,"Hybrid - Gurugram, Bengaluru, Mumbai (All Areas)",3-6 Yrs,20-30 Lacs PA,"Data Science, Regression, Machine Learning, Ml Algorithms, Python, Azure, GCP, Natural Language Processing",3 days ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"python, data analytics, cloud technologies, tableau, ml, hive, algorithms, natural language processing",1 week ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"python, data analytics, cloud technologies, tableau, ml, hive, algorithms, natural language processing",1 week ago
Data Scientist,Data Scientist,Celebal Technologies,"Hyderabad, Pune, Bengaluru",3-5 Yrs,N/A,"Generative Ai, Time Series, Machine Learning, Deep Learning, Data Bricks, Pyspark, Machine Learning Algorithms, Computer Vision",6 days ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"python, data analytics, cloud technologies, tableau, ml, hive, algorithms, natural language processing",1 week ago
Data Scientist,Data Scientist,Mahindra & Mahindra Limited.,Bengaluru,3-5 Yrs,N/A,"Data analysis, GCP, Time series analysis, Analytical, Artificial Intelligence, CAD, Machine learning, Continuous improvement",1 week ago
Data Scientist,Data Scientist,Luxoft,Bengaluru,5-10 Yrs,N/A,"python, numpy, sql, pandas, data science, snowflake, scikit-learn, version control",6 days ago
Data Scientist,Data Scientist,Bounteous x Accolite,"Hybrid - Hyderabad, Gurugram, Bengaluru",7-12 Yrs,N/A,"data science, Machine Learning, Python, SQL, Artificial Intelligence, Ml Algorithms, Ml, Data",5 days ago
Data Scientist,Data Scientist,Mobile Programming,"Pune, Chennai, Bengaluru",6-9 Yrs,8-10 Lacs PA,"Python, SQL, Azure/GCP, NLP, gcp, Generative A, FastAPI, Computer Vision",6 days ago
Data Scientist,Data Scientist,Suzva Software Technologies,"Hyderabad, Bengaluru, Delhi / NCR",4-7 Yrs,N/A,"Data Science, R, BI tools, AdSales platforms, media platforms, Machine Learning, digital advertising, Media Mix Models",5 days ago
Data Scientist,Data Scientist,Quinnox,"Mumbai Suburban, Bengaluru, Mumbai (All Areas)",6-11 Yrs,N/A,"Generative Ai, LLM, RAG, Python, Fast Api, AI models, Restful, Cloud Platform",4 days ago
Data Scientist,Data Scientist,Iris Software,Noida,6-8 Yrs,N/A,"python, natural language processing, numpy, machine learning, data science, scipy, oracle, scikit-learn",2 days ago
Data Scientist,Data Scientist/ AI Ml Engineer,Ltimindtree,"Hybrid - Bhubaneswar, Coimbatore",5-10 Yrs,N/A,"Data Science, Generative Ai, Azure Machine Learning, Machine Learning, Python, Natural Language Processing, Aiml, Deep Learning",5 days ago
Data Scientist,Data Scientist,Oracle,Bengaluru,10-16 Yrs,N/A,"Data scientist, AI, LLM, Machine Learning, Python, Artificial Intelligence, Machine, Data",1 week ago
Data Scientist,Data Scientist,Capgemini,Bengaluru,4-7 Yrs,N/A,"python, machine learning, tensorflow, pytorch, keras, ann, chatbot, natural language processing",1 week ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,3-7 Yrs,N/A,"python, machine learning, tensorflow, pytorch, keras, kubernetes, github, natural language processing",1 week ago
Data Scientist,Data Scientist,Razorthink,"Hyderabad, Bengaluru, Delhi / NCR",3-6 Yrs,N/A,"Python, Scikit-learn, machine learning, data visualizations, NumPy, SQL, Data Science, AI/ML",5 days ago
Data Scientist,Data Scientist,Euromonitor,Hybrid - Bengaluru,3-4 Yrs,N/A,"Natural Language Processing, Neural Networks, Machine Learning, Deep Learning, Python, Process, Languages, Processing",6 days ago
Data Scientist,Data Scientist (Hybrid),Kaplan,Bengaluru,2-7 Yrs,N/A,"advanced analytics, Provident fund, data science, Analytical, Machine learning, market data, data visualization, Data mining",2 weeks ago
Data Scientist,Data Scientist III,Meesho,Bengaluru,4-7 Yrs,N/A,"python, machine learning algorithms, hypothesis, linear algebra, statistics, algorithms, natural language processing, amazon redshift",1 week ago
Data Scientist,Data Scientist III,Walmart,Bengaluru,4-9 Yrs,N/A,"Supply chain, Computer science, Networking, Pharmacy, SEZ, Support services, Information technology, Analytics",1 week ago
Data Scientist,Data Scientist IV,Meesho,Bengaluru,6-8 Yrs,N/A,"python, sql, sem, ml, statistics, hive, cnn, supervised learning",1 week ago
Data Scientist,"Product Data Scientist, Google Play Games",Google,Bengaluru,1-4 Yrs,N/A,"python, mobile advertising, analysis, sql, Google, Games, Data, Advertising",1 week ago
Data Scientist,AI Engineer Data Scientist Sales and Marketing,Quara Ai Tech,Remote,4-6 Yrs,N/A,"pandas, scikit-learn, TensorFlow/PyTorch, NLP libraries, Pytorch, Library, Tensorflow, Sales",1 week ago
Data Scientist,Data Engineer / Data Scientist (Azure),Trantor,Hybrid - Noida,9-14 Yrs,25-40 Lacs PA,"Business Intelligence, Azure, Data Architecture, Sql Performance Tuning, Java, Datafactory, Python, Data",6 days ago
Data Scientist,Data Scientist 4,Granicus Inc,Remote,7-12 Yrs,N/A,"Data Science, Machine Learning, Artificial Intelligence, Python, Intelligence, Science, Data, Machine",3 days ago
Data Scientist,Data Scientist,Evnek,Bengaluru,1-5 Yrs,N/A,"python, hypothesis testing, business acumen, sql, data science, scipy, natural language processing, scikit-learn",5 days ago
Data Scientist,Data Scientist,Wesco,Bengaluru,3-8 Yrs,N/A,"Computer science, Automation, C++, Data analysis, Coding, MySQL, Javascript, Data mining",5 days ago
Data Scientist,Data Scientist,Leading Client,Jaipur,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,IBM,Bengaluru,9-14 Yrs,N/A,"python, microsoft azure, machine learning, sql, cloud architecture, rest, semantic, algorithms",1 week ago
Data Scientist,Data Scientist,Apexon,"Hyderabad, Pune, Bengaluru",4-9 Yrs,N/A,"Agentic Ai, Gen AI, RAG, Python, Data, Gen, Artificial Intelligence",5 days ago
Data Scientist,Data Scientist,Kanini Software Solutions,"Hybrid - Pune, Chennai, Bengaluru",7-12 Yrs,18-25 Lacs PA (Including Variable: 10.0%),"Tensorflow, Generative Ai, GCP, Numpy, Python, Natural Language Processing, Process, Languages",1 week ago
Data Scientist,Data Scientist MLOPs,Persistent,"Hybrid - Bengaluru, Mumbai (All Areas)",6-11 Yrs,N/A,"Tensorflow, Apache, Machine Learning, AWS, Python, Data Modeling, Data, Modeling",1 week ago
Data Scientist,Data Scientist,Acesoft,Hybrid - Bengaluru,6-9 Yrs,18-20 Lacs PA,"AI ML, Data Scientist, Machine Learning, Deep Learning, ANN, EDA, ANOVA, Hypothesis Testing",6 days ago
Data Scientist,Data Scientist,Acesoft,Hybrid - Bengaluru,6-9 Yrs,17-18 Lacs PA,"Data Science, Hypothesis Testing, Machine Learning, Deep Learning, Python, Pyspark, Natural Language Processing, Statistical Modeling",6 days ago
Data Scientist,Data Scientist-Agentic AI,"Our Client is a leading global end to end IT transformation, consulting and Service organization",Hybrid - Bengaluru,7-12 Yrs,N/A,"Agentic Ai, Deep Learning, Python, Generative Ai, Natural Language Processing, Machine Learning, Languages, Process",3 days ago
Data Scientist,Data Scientist,Valuelabs,Hybrid - Hyderabad,6-11 Yrs,N/A,"Data Science, Generative AI, Aiml, Machine Learning, Python, Artificial Intelligence, Machine, Data",5 days ago
Data Scientist,Data Scientist,Empowering Talent,"Bengaluru, Mumbai (All Areas)",5-10 Yrs,15-30 Lacs PA,"Data Science, Powerbi, Machine Learning, Python, SQL, Marketing Analytics Domain /Retail/CPG, AWS, Power Bi",6 days ago
Data Scientist,Data Scientist,Leading Client,Ahmedabad,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Visakhapatnam,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Nagpur,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Pune,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Coimbatore,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Kochi,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Vadodara,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Gurugram,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Hyderabad,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Mysuru,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Lucknow,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Chennai,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Mumbai,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist,Leading Client,Kolkata,6-10 Yrs,N/A,"Data Science, Big Query, data analysis, NLP, Cloud Functions, AI system performance, test cases, A/B testing",6 days ago
Data Scientist,Data Scientist - L3,Wipro,Chennai,3-5 Yrs,N/A,"python, machine learning, deep learning, data science, ml, data analytics, natural language processing, neural networks",2 weeks ago
Data Scientist,Data Scientist,Appzen,Pune,2-5 Yrs,N/A,"algorithms, python, ml algorithms, data structures, software engineering, continuous integration, kubernetes, rest",6 days ago
Data Scientist,Data Scientist @ Corporate Office,HERITAGE FOODS LIMITED,Hyderabad,3-6 Yrs,N/A,"Power Bi, Data Science, Time Series Analysis, Optimization Techniques, Dashboarding, Machine Learning, Python, SQL",1 week ago
Data Scientist,Data Scientist,Infocredit Services,Hyderabad,2-3 Yrs,N/A,"Computer science, Data analysis, Analytical, Formulation, Debugging, Machine learning, Data quality, Analytics",6 days ago
Data Scientist,BD&I Data Scientist,Globallogic,"Pune, Delhi / NCR",5-10 Yrs,N/A,"snowflake, advanced analytics, python, data analysis, airflow, presentation skills, microsoft azure, interpersonal skills",1 week ago
Data Scientist,Data Scientists,Taskus,"Hyderabad, Chennai, Gurugram",5-10 Yrs,N/A,"python, tensorflow, rnn, pytorch, keras, deep learning frameworks, cnn, project management",1 week ago
Data Scientist,Data Scientist,Solenis,Hyderabad,5-8 Yrs,N/A,"algorithms, python, data analysis, eda, modeling, predictive, model building, data pipeline",6 days ago
Data Scientist,Data Scientist (Contributor) FMCG/CPG,Quantium Analytics,Hyderabad,3-8 Yrs,N/A,"data cleansing, Health insurance, Manager Quality Assurance, Analytical, Consulting, Actuarial, FMCG, Stakeholder management",2 days ago
Data Scientist,Data Scientist,Forbes Advisor,Mumbai,4-9 Yrs,N/A,"Automation, Bidding, data science, Machine learning, Wellness, SEM, Business modeling, Analytics",2 days ago
Data Scientist,Data Scientist - Machine Learning / Artificial Intelligence,Leading Client,Bengaluru,5-7 Yrs,N/A,"Machine Learning, Data Science, MLOps, Data Scientist, Artificial Intelligence, Data Visualization, Data Modeling, Data Analytics",1 week ago
Data Scientist,Lead Data Scientist / Machine Learning Engineer,Atyeti,Hybrid - Pune(Kharadi),6-11 Yrs,N/A,"Statistical Analyses, LLM, Machine Learning, Python, SQL, Machine, Data, Statistics",1 week ago
Data Scientist,Data Scientist,Agco Corporation,Pune,3-8 Yrs,N/A,"Product quality, Data management, Analytical, Machine learning, data visualization, Data mining, Operations, SQL",5 days ago
Data Scientist,Data Scientist,Intellius Recode,Hybrid - Chennai,2-7 Yrs,N/A,"Computer Vision, Machine Learning, Deep Learning, Artificial Intelligence, Natural Language Processing, RAG, Machine, Data",6 days ago
Data Scientist,Data Scientist,ALLIANZ SERVICES PRIVATE LIMITED,"Hybrid - Pune, Thiruvananthapuram",5-8 Yrs,N/A,"Insurance Domain, Python, Data Science, Pricing Analytics, Deep Learning, Insurance, Pricing, Analytics",1 week ago
Data Scientist,Data Scientist,Agco Corporation,Pune,5-10 Yrs,N/A,"Product quality, Data management, Analytical, Machine learning, data visualization, Data mining, Operations, SQL",5 days ago
Data Scientist,Data Scientist - Python/R,Leading Client,Bengaluru,6-8 Yrs,N/A,"Data Science, R, Data Scientist, Python, SQL, Data, Science",1 week ago
Data Scientist,Data Scientist,Linkworks Tech Labs,Hyderabad,5-10 Yrs,N/A,"Aiml, Chatbot, Predictive Analysis, Front End, Artificial Intelligence, Machine Learning, Front, Analysis",6 days ago
Data Scientist,Data Scientist,Gravity Engineering Services,"Noida, Pune, Bengaluru",7-12 Yrs,N/A,"Data Science, Azure Data Factory, exploratory, Pyspark, Azure, Exploratory Data Analysis, Statistical Modeling, Azure Databricks",1 week ago
Data Scientist,Data Scientist,Prudent Globaltech Solutions,Hyderabad,8-13 Yrs,N/A,"pyspark, sql, spark, ml, python, mathematics, ci/cd, iot",1 day ago
Data Scientist,Data Scientist,Prudent Globaltech Solutions,Hyderabad,8-13 Yrs,N/A,"pyspark, sql, spark, ml, python, PIDC23043401, mathematics, ci/cd",1 day ago
Data Scientist,Data Scientist - Platforms,Microland,Bengaluru,3-6 Yrs,N/A,"Root cause analysis, Automation engineering, Manufacturing process, Process control, Artificial Intelligence, Machine learning, Software development life cycle, Natural language processing",1 week ago
Data Scientist,Data Scientist/ ML Engineer,Alpha Ai,Noida,2-7 Yrs,N/A,"Data Scientist/ ML Engineer, Data, Ml",1 week ago
Data Scientist,Data Scientist,Capgemini,Noida,4-7 Yrs,N/A,"python, natural language processing, machine learning, change management, deep learning, project management, program management, business analysis",1 week ago
Data Scientist,"Data Scientist """,Acesoft Labs,Chennai,4-8 Yrs,N/A,"Tensorflow, NLP, Aiml, Python, AI, Ml, Artificial Intelligence, Data",6 days ago
Data Scientist,Data Scientist,Magneum Technology,Noida,3-6 Yrs,18-25 Lacs PA,"Data Science, Machine Learning, Predictive Modeling, Pricing Analysis, Machine Learning Algorithms, Pricing Strategy, Numpy, Machine",1 week ago
Data Scientist,Data Scientist,Golden Opportunities,Hyderabad,12-15 Yrs,N/A,"Data Science, Statistical modeling, Data Scientist, data flow solutions, Machine Learning, Statistics, Data Flow, Data",5 days ago
Data Scientist,Data Scientist,Growby Exx Services,Ahmedabad(Prahlad Nagar),1-5 Yrs,N/A,"Data Science, RAG, LLM, Llama, Natural Language Processing, Machine Learning, Python, SQL",1 week ago
Data Scientist,Data Scientist,Global analytics and digital solutions company,Hybrid - Gurugram,5-9 Yrs,16-31 Lacs PA,"Data Science, Artificial Intelligence, Natural Language Processing, Statistical Modeling, Machine Learning, Statistics, Deep Learning, Python",5 days ago
Data Scientist,Data Scientist,Qiskitq Technology,Remote,4-8 Yrs,6-8 Lacs PA,"Crewai, Langchain, Agentic Ai, autogen, Ml Pipelines, Model Building, Machine Learning, Ml Algorithms",6 days ago
Data Scientist,Data Scientist,Ebizon Net Info,Noida,3-8 Yrs,N/A,"Product engineering, Analytical, Consulting, Machine learning, Healthcare, Customer service, Monitoring, Analytics",6 days ago
Data Scientist,Full Stack Data Scientist,MNC Company,Hyderabad,4-9 Yrs,N/A,"RAG, Hugging Face, OpenAI, Retrieval Augmented Generation, LLM, Evals, Data, Huggingface",6 days ago
Data Scientist,Data Scientist,Hurix,Mumbai,2-4 Yrs,N/A,"Process automation, Due diligence, PDF, Operational excellence, digital content, Workforce planning, microsoft, Cosmos",1 week ago
Data Scientist,Data Scientist (Artificial Intelligence),Suzva Software Technologies,Mumbai,8-10 Yrs,N/A,"Artificial Intelligence, GenAI, Java, Document Processing, Azure, NLP, AI Model Deployment, CICD",5 days ago
Data Scientist,Data Scientist,Top B2C/B2B MNC in IT Domain,"Gurugram, Chennai, Mumbai (All Areas)",3-4 Yrs,7-17 Lacs PA,"Open AI, Integration, AI Engineer, LLM, Python, Azure, LLM integration, GCP",5 days ago
Data Scientist,Data Scientist,Client Le HR Solutions,Pune,4-9 Yrs,N/A,"Agentic Ai, Generative Ai, Data Science, Artificial Intelligence, RAG, Machine Learning, Deep Learning, Python",2 days ago
Data Scientist,Hiring For Data Scientist Role _Productized Services Based company,Productized Service Based company,"Hybrid - Pune, Mumbai (All Areas)",8-12 Yrs,N/A,"AI, LLM, Python, SQL, Data Science, Langchain, Data Scientist, Artificial Intelligence",4 days ago
Data Scientist,Data Scientist with Python,Luxoft,Chennai,8-13 Yrs,N/A,"python, data mining, machine learning, big data, statistics, scipy, continuous integration, cloud integration",6 days ago
Data Scientist,AI AND DATA Scientist Engineer,Coreehs,Pune(Hinjewadi Phase 1),5-7 Yrs,N/A,"Object Detection, Image Processing, Computer Vision, Data, Process, Vision, Object, Processing",1 week ago
Data Scientist,"Data scientist E3, E4",Fortune Global 500 Company Engg. & Construction,Hybrid - Chennai,5-10 Yrs,N/A,"Data scientist, Python, SQL, Telecom, ISP, Ip, E3, Data",1 week ago
Data Scientist,Data Scientist – Artificial Intelligence,Suzva Software Technologies,Mumbai,7-12 Yrs,N/A,"Artificial Intelligence, Data Science, Azure cloud, GenAI, NLP, CI/CD, AI/ML development, Python",5 days ago
Data Scientist,ML Engineers/Data Scientists-Well Known IT Co.@ Techno Park-Trivandrum,A Well Known IT Co. in South India giving IT services to their foreign clients in Oil & Gas Field.,Hybrid - Thiruvananthapuram,5-10 Yrs,15-25 Lacs PA,"ML&DL, Time Series, Hybrid Model, Physics Based Modelling, Ml Pipelines, Tensorflow, Predictive Modeling, Data Ingestion",1 week ago
Data Scientist,Data Scientist,Great Learning,"Gurugram, Bengaluru",1-6 Yrs,N/A,"python, presentation skills, artificial intelligence, sql, data science, algorithms, natural language processing, dl",1 week ago
Data Scientist,Data Scientist - Gen AI - ML - 20-Sep-25 Face To Face Mumbai Location,Ltimindtree,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",6-11 Yrs,N/A,"Generative Ai, Artificial Intelligence, Machine Learning, Python Data Scientist, GenAI, Azure, Aiml, AWS",1 week ago
Data Scientist,Data Scientist- Deep Learning & Model Building,Axtria,"Hybrid - Noida, Gurugram, Delhi / NCR",4-9 Yrs,N/A,"Natural Language Processing, Model Building, Deep Learning, Building, Data, Processing, Languages, Process",1 week ago
Data Scientist,Data Scientist - GenerativeAI,Indo Sakura Software,Bengaluru(Yelachenahalli),2-4 Yrs,N/A,"GenAI, Artificial Intelligence, Machine Learning, Agentic Ai, Natural Language Processing, LLM, Deep Learning, Data Science",1 week ago
