role,job_title,company,location,exp_min,exp_max,exp_avg,min_sal,max_sal,sal_avg_lpa,skills_list,skills_normalized
Data Analyst,Data Analyst,Tapad,Hyderabad,3.0,8.0,5.5,6.5,11.2,8.8,"['automation', 'data analysis', 'coding', 'consulting', 'data structures', 'healthcare', 'oracle', 'monitoring']","automation, data analysis, coding, consulting, data structures, healthcare, oracle, monitoring"
Data Analyst,Data Analyst,Sia Partners,Mumbai,3.0,6.0,4.5,6.5,11.2,8.8,"['french', 'analytical', 'data analyst', 'corporate finance', 'ssis', 'business intelligence', 'microsoft', 'sql']","french, analytical, data analyst, corporate finance, ssis, business intelligence, microsoft, sql"
Data Analyst,Data Governance Purview Analyst,Leading Client,Bengaluru,8.0,10.0,9.0,6.5,11.2,8.8,"['data governance', 'azure data factory', 'purview', 'data quality', 'cloud', 'data management', 'data modeling', 'data analytics']","data governance, azure data factory, purview, data quality, cloud, data management, data modeling, data analytics"
Data Analyst,Data Analyst with MDM,Management Consulting,Hybrid - Hyderabad,3.0,8.0,5.5,6.5,11.2,8.8,"['informatica mdm', 'mdm', 'tibco', 'pharmaceutical', 'sql', 'informatica', 'data analysis', 'data']","informatica mdm, mdm, tibco, pharmaceutical, sql, informatica, data analysis, data"
Data Analyst,Data Analyst,Corporate Web Solutions,Bengaluru,3.035532994923858,6.304568527918781,4.67005076142132,6.5,11.2,8.8,[],None
Data Analyst,Data Analyst (AI-LLM),Ringcentral,Bengaluru,1.0,5.0,3.0,6.5,11.2,8.8,"['python', 'data analysis', 'presentation skills', 'predictive modeling', 'analysis tools', 'apqp', 'data analytics', 'sas']","python, data analysis, presentation skills, predictive modeling, analysis tools, apqp, data analytics, sas"
Data Analyst,Data Analyst,Quinnox,Hybrid - Bengaluru,2.0,3.0,2.5,6.5,11.2,8.8,"['sigma', 'snowflake db', 'tableau', 'tibco spotfire', 'data analytics', 'cdc', 'power bi', 'etl tool']","sigma, snowflake db, tableau, tibco spotfire, data analytics, cdc, power bi, etl tool"
Data Analyst,Data Analyst,Booking Holdings,Bengaluru,3.0,5.0,4.0,6.5,11.2,8.8,"['data analytics', 'sql', 'stakeholder management', 'data visualization', 'insight generation', 'snowflake', 'python', 'data analysis']","data analytics, sql, stakeholder management, data visualization, insight generation, snowflake, python, data analysis"
Data Analyst,Data Analyst / APM,Playdawn Consulting,Bengaluru,4.0,9.0,6.5,6.5,11.2,8.8,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,Caliche,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.0,6.0,4.5,6.5,11.2,8.8,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst - YouAppi,Affle,"Gurugram, Bengaluru",2.0,5.0,3.5,6.5,11.2,8.8,"['python', 'data analysis', 'data analytics', 'data manipulation', 'data mining', 'predictive analytics', 'business analysis', 'power bi']","python, data analysis, data analytics, data manipulation, data mining, predictive analytics, business analysis, power bi"
Data Analyst,Data Analyst,Golden Opportunities Pvt Ltd,"Pune, Chennai, Bengaluru",8.0,13.0,10.5,6.5,11.2,8.8,"['data analysis', 'airflow', 'scikit', 'learn', 'postgresql', 'numpy', 'sql alchemy', 'docker', 'django rest']","data analysis, airflow, scikit, learn, postgresql, numpy, sql alchemy, docker, django rest"
Data Analyst,Data Analyst,Solventum,Bengaluru,1.0,3.0,2.0,6.5,11.2,8.8,"['analytical skills', 'data management', 'data science', 'compliance', 'healthcare', 'data analyst', 'data analytics', 'aws']","analytical skills, data management, data science, compliance, healthcare, data analyst, data analytics, aws"
Data Analyst,Data Analyst,Vipany Management Consulting,"Mumbai, Pune(Pune International Airport Area)",3.0,8.0,5.5,5.0,10.0,7.5,"['data visualization', 'tableau', 'sql', 'excel', 'power bi', 'data pipeline', 'data analysis', 'data analytics']","data visualization, tableau, sql, excel, power bi, data pipeline, data analysis, data analytics"
Data Analyst,Data Verification Analyst,Foundation Ai,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0.0,5.0,2.5,6.5,11.2,8.8,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,Naghavi Fintech,Bengaluru,5.0,9.0,7.0,6.5,11.2,8.8,"['sas', 'cognos', 'tibco', 'power bi', 'data analytics', 'data', 'analytics', 'data analysis']","sas, cognos, tibco, power bi, data analytics, data, analytics, data analysis"
Data Analyst,data analyst,Disha Consultants,"Pune, Chennai, Jaipur, Bengaluru",2.0,4.0,3.0,6.5,11.2,8.8,"['data analysis', 'data validation', 'data management', 'data analytics', 'advanced excel', 'data analyst', 'data visualization', 'management']","data analysis, data validation, data management, data analytics, advanced excel, data analyst, data visualization, management"
Data Analyst,Data Analyst,K12 Techno Services,Bengaluru,2.0,6.0,4.0,6.5,11.2,8.8,"['power bi', 'python', 'power bi reports', 'power bi dashboards', 'data analysis', 'data analytics', 'birt', 'analysis']","power bi, python, power bi reports, power bi dashboards, data analysis, data analytics, birt, analysis"
Data Analyst,Data Analyst,Diverse Lynx,Bengaluru,1.0,5.0,3.0,6.5,11.2,8.8,"['data analysis', 'statistical analysis', 'sas', 'data analyst', 'data analytics', 'regression analysis', 'data mining', 'python']","data analysis, statistical analysis, sas, data analyst, data analytics, regression analysis, data mining, python"
Data Analyst,Data Analyst,MS Guide World,Bengaluru,4.0,9.0,6.5,6.5,11.2,8.8,"['solution design', 'data analysis', 'data modeling', 'healthcare', 'data analytics', 'business intelligence', 'project delivery', 'python']","solution design, data analysis, data modeling, healthcare, data analytics, business intelligence, project delivery, python"
Data Analyst,"Data Eng, Mgmt & Governance Analyst",Accenture,Bengaluru,3.0,5.0,4.0,6.5,11.2,8.8,"['data manipulation', 'azure', 'data warehousing', 'sql', 'data bricks', 'azure databricks', 'schema', 'data management']","data manipulation, azure, data warehousing, sql, data bricks, azure databricks, schema, data management"
Data Analyst,Data Analyst with Hadoop,Asky Services Llp,"Hyderabad, Pune, Gurugram, Bengaluru",5.0,7.0,6.0,6.5,11.2,8.8,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,APM Data Integration Analyst,Tribola tech India,Remote,8.0,13.0,10.5,6.5,11.2,8.8,"['application portfolio management', 'orbus', 'integration', 'data modeling', 'data', 'data analysis', 'application', 'portfolio']","application portfolio management, orbus, integration, data modeling, data, data analysis, application, portfolio"
Data Analyst,APM Data Integration Analyst,Tribola Tech India LLP,Remote,9.0,14.0,11.5,6.5,11.2,8.8,"['application portfolio management', 'orbus', 'iserver', 'infinity', 'apm tools', 'apm', 'management', 'data']","application portfolio management, orbus, iserver, infinity, apm tools, apm, management, data"
Data Scientist,"Data Scientist I, Tech",Uber,Bengaluru,2.0,7.0,4.5,14.2,23.2,18.7,"['python', 'mixpanel', 'data analysis', 'data analytics', 'data pipeline', 'machine learning', 'sql', 'excel']","python, mixpanel, data analysis, data analytics, data pipeline, machine learning, sql, excel"
Data Scientist,Data Scientist,AMERICAN EXPRESS,Gurugram,2.0,4.0,3.0,14.0,20.0,17.0,"['natural language processing', 'machine learning', 'deep learning', 'python', 'llm', 'sql', 'machine', 'data']","natural language processing, machine learning, deep learning, python, llm, sql, machine, data"
Data Scientist,Data Scientist,Unknown,Unknown,4.505263157894737,8.278947368421052,6.3921052631578945,14.2,23.2,18.7,[],None
Data Scientist,Data Scientist,Robert Bosch Engineering and Business Solutions Private Limited,Bengaluru,2.0,7.0,4.5,14.2,23.2,18.7,"['python', 'natural language processing', 'forecasting', 'neural networks', 'anomaly detection', 'machine learning', 'data engineering', 'business intelligence']","python, natural language processing, forecasting, neural networks, anomaly detection, machine learning, data engineering, business intelligence"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Pune,3.0,7.0,5.0,14.2,23.2,18.7,"['python', 'scikit', 'learn', 'tensorflow', 'pytorch', 'keras', 'natural language processing', 'predictive', 'pyspark']","python, scikit, learn, tensorflow, pytorch, keras, natural language processing, predictive, pyspark"
Data Scientist,Data Scientist,Capgemini,Bengaluru,4.0,7.0,5.5,14.2,23.2,18.7,"['python', 'natural language processing', 'machine learning', 'iot', 'deep learning', 'c++', 'project management', 'software testing']","python, natural language processing, machine learning, iot, deep learning, c++, project management, software testing"
Data Scientist,Data Scientist,BNP Paribas,Mumbai,1.0,3.0,2.0,14.2,23.2,18.7,"['data science', 'pandas', 'pytorch', 'scikit', 'learn', 'statsmodels', 'pymc', 'monte carlo simulations', 'bayesian modelling']","data science, pandas, pytorch, scikit, learn, statsmodels, pymc, monte carlo simulations, bayesian modelling"
Data Scientist,Data Scientist - L3,Wipro,Bengaluru,3.0,5.0,4.0,14.2,23.2,18.7,"['data analysis', 'machine learning', 'deep learning', 'data science', 'ml', 'python', 'natural language processing', 'scikit', 'learn']","data analysis, machine learning, deep learning, data science, ml, python, natural language processing, scikit, learn"
Data Scientist,Data Scientist / AIML Engineer,Zensar,"Hybrid - Hyderabad(Gachibowli), Pune(Kharadi), Bengaluru(Electronics City Phase 1)",7.0,12.0,9.5,25.0,40.0,32.5,"['nlp', 'llm', 'azure machine learning', 'ml', 'pytorch', 'tensorflow', 'generative ai', 'databricks']","nlp, llm, azure machine learning, ml, pytorch, tensorflow, generative ai, databricks"
Data Scientist,Data Scientist,Walmart,Bengaluru,3.0,6.0,4.5,14.2,23.2,18.7,"['computer science', 'networking', 'coding', 'machine learning', 'troubleshooting', 'information technology', 'distribution system', 'analytics']","computer science, networking, coding, machine learning, troubleshooting, information technology, distribution system, analytics"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,3.0,7.0,5.0,14.2,23.2,18.7,"['python', 'natural language processing', 'machine learning', 'text analytics', 'deep learning', 'deep learning frameworks', 'algorithms', 'github']","python, natural language processing, machine learning, text analytics, deep learning, deep learning frameworks, algorithms, github"
Data Scientist,Data Scientist,ABB,Bengaluru,5.0,10.0,7.5,14.2,23.2,18.7,"['python', 'production', 'machine learning', 'artificial intelligence', 'sql', 'advanced analytics', 'natural language processing', 'mathematics']","python, production, machine learning, artificial intelligence, sql, advanced analytics, natural language processing, mathematics"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5.0,7.0,6.0,14.2,23.2,18.7,"['algorithms', 'python', 'data analytics', 'tableau', 'ml', 'hive', 'data analysis', 'natural language processing']","algorithms, python, data analytics, tableau, ml, hive, data analysis, natural language processing"
Data Scientist,Data Scientist,Capgemini,Chennai,4.0,7.0,5.5,14.2,23.2,18.7,"['python', 'data analysis', 'machine learning', 'data science', 'analysis tools', 'natural language processing', 'predictive analytics', 'data processing']","python, data analysis, machine learning, data science, analysis tools, natural language processing, predictive analytics, data processing"
Data Scientist,"Business Data Scientist, Google Customer Solutions Ads Finance",Google,Bengaluru,1.0,4.0,2.5,14.2,23.2,18.7,"['time series analysis', 'python', 'r', 'data science', 'model development', 'data collection', 'sql', 'statistics']","time series analysis, python, r, data science, model development, data collection, sql, statistics"
Data Scientist,Data Scientist,Hexaware Technologies,"Pune, Chennai, Bengaluru",9.0,14.0,11.5,12.0,19.0,15.5,"['generative ai', 'openai', 'machine learning', 'python', 'data', 'machine', 'artificial intelligence']","generative ai, openai, machine learning, python, data, machine, artificial intelligence"
Data Scientist,Principal Data Scientist/Sr Data Scientist - NLP/Machine Learning,Benovymed Healthcare Private Limited,Pune,0.0,5.0,2.5,14.2,23.2,18.7,"['deep learning', 'data science', 'tensorflow', 'nlp', 'data scientist', 'artificial intelligence', 'data modeling', 'machine learning']","deep learning, data science, tensorflow, nlp, data scientist, artificial intelligence, data modeling, machine learning"
Data Scientist,Data Scientist 3-Digital Banking Kotak 811-Regional Sales,Kotak Mahindra Bank,Bengaluru,7.0,10.0,8.5,14.2,23.2,18.7,"['data analysis', 'shell scripting', 'machine learning', 'data mining', 'distribution system', 'monitoring', 'financial services', 'sql']","data analysis, shell scripting, machine learning, data mining, distribution system, monitoring, financial services, sql"
Data Scientist,Data Scientist,Caterpillar Inc,Bengaluru,5.0,10.0,7.5,14.2,23.2,18.7,"['python', 'sas', 'statistical modeling', 'quantitative analysis', 'statistics', 'data management', 'supply chain', 'natural language processing']","python, sas, statistical modeling, quantitative analysis, statistics, data management, supply chain, natural language processing"
Data Scientist,Data Scientist,APM Terminals,"Pune, Bengaluru",4.0,8.0,6.0,14.2,23.2,18.7,"['data analysis', 'usage', 'statistical analysis', 'machine learning', 'legal', 'mathematics', 'data analytics', 'statistics']","data analysis, usage, statistical analysis, machine learning, legal, mathematics, data analytics, statistics"
Data Scientist,Data Scientist,Product based Booming Unicorn in Internet Space,Bengaluru,2.0,4.0,3.0,15.0,30.0,22.5,"['generative ai', 'python', 'image processing', 'natural language processing', 'computer vision', 'machine learning', 'deep learning', 'computer']","generative ai, python, image processing, natural language processing, computer vision, machine learning, deep learning, computer"
Data Scientist,Data Scientist,Product based Booming Unicorn in Internet Space,Bengaluru,2.0,4.0,3.0,15.0,30.0,22.5,"['generative ai', 'python', 'image processing', 'natural language processing', 'computer vision', 'machine learning', 'deep learning', 'data']","generative ai, python, image processing, natural language processing, computer vision, machine learning, deep learning, data"
Data Scientist,Data Scientist,Soft Suave,Unknown,4.505263157894737,8.278947368421052,6.3921052631578945,14.2,23.2,18.7,"['generative ai', 'aiml', 'data science', 'artificial intelligence', 'al', 'machine learning', 'python', 'ml']","generative ai, aiml, data science, artificial intelligence, al, machine learning, python, ml"
Data Scientist,Data Scientist,ARi Global,"Chennai, Bengaluru",2.0,4.0,3.0,14.2,23.2,18.7,"['gen ai', 'artificial intelligence', 'machine learning', 'python', 'llp', 'deep learning', 'ml', 'sql']","gen ai, artificial intelligence, machine learning, python, llp, deep learning, ml, sql"
Data Scientist,Data Scientist,Product based Booming Unicorn in Internet Space,Bengaluru,2.0,4.0,3.0,14.2,23.2,18.7,"['data science', 'tensorflow', 'image processing', 'natural language processing', 'machine learning', 'python', 'processing', 'data']","data science, tensorflow, image processing, natural language processing, machine learning, python, processing, data"
Data Scientist,Data Scientist,Ikigai Labs,Bengaluru,1.0,3.0,2.0,14.2,23.2,18.7,"['computer science', 'version control', 'consulting', 'reconciliation', 'data processing', 'data quality', 'forecasting', 'analytics']","computer science, version control, consulting, reconciliation, data processing, data quality, forecasting, analytics"
Data Scientist,Data Scientist,Hexaware Technologies,Bengaluru,8.0,13.0,10.5,14.2,23.2,18.7,"['data science', 'aws', 'python', 'r', 'aws sagemaker', 'deep learning', 'r program', 'sql']","data science, aws, python, r, aws sagemaker, deep learning, r program, sql"
Data Scientist,Data Scientist- Pytorch/ TensorFlow,UPS Supply Chain Solutions (UPS SCS),"Pune, Chennai, Bengaluru",3.0,6.0,4.5,14.2,23.2,18.7,"['python', 'machine learning', 'sql', 'r', 'operations research', 'algorithms', 'data management', 'statistical techniques']","python, machine learning, sql, r, operations research, algorithms, data management, statistical techniques"
Data Scientist,Walkin Interview - Data Scientist - Blackstraw.ai - Bangalore,Blackstraw Technologies,Unknown,4.505263157894737,8.278947368421052,6.3921052631578945,14.2,23.2,18.7,"['data science', 'machine learning', 'deep learning', 'python', 'predictive analytics', 'predictive modeling', 'artificial intelligence', 'time series analysis']","data science, machine learning, deep learning, python, predictive analytics, predictive modeling, artificial intelligence, time series analysis"
Data Scientist,Data Scientist,Soft Suave,Unknown,4.505263157894737,8.278947368421052,6.3921052631578945,14.2,23.2,18.7,"['data science', 'artificial intelligence', 'generation ai', 'aiml', 'machine learning', 'python', 'sql', 'machine']","data science, artificial intelligence, generation ai, aiml, machine learning, python, sql, machine"
Data Scientist,Senior Data Scientist-GenAI & Machine Learning,Prudent Globaltech Solutions,Hyderabad,8.0,13.0,10.5,14.2,23.2,18.7,"['machine learning', 'data quality', 'data science', 'model development', 'ml', 'python', 'data analytics', 'natural language processing']","machine learning, data quality, data science, model development, ml, python, data analytics, natural language processing"
Data Scientist,Data Scientist,Software,Bengaluru,6.0,11.0,8.5,14.2,23.2,18.7,"['data science', 'nlp', 'deep learning', 'python', 'data', 'natural language processing', 'science']","data science, nlp, deep learning, python, data, natural language processing, science"
Data Scientist,Data Scientist,Leading Client,Hyderabad,5.0,10.0,7.5,14.2,23.2,18.7,"['python', 'java', 'spark', 'kafka', 'statistical modeling', 'algorithms', 'c++', 'data manipulation']","python, java, spark, kafka, statistical modeling, algorithms, c++, data manipulation"
Data Scientist,Data Scientist - Generative AI,Tredence,"Hybrid - Pune, Chennai, Bengaluru",3.0,8.0,5.5,14.2,23.2,18.7,"['generative ai', 'langchain', 'langgraph', 'retrieval augmented generation', 'python', 'data science', 'large language model', 'artificial intelligence']","generative ai, langchain, langgraph, retrieval augmented generation, python, data science, large language model, artificial intelligence"
Data Scientist,Data Scientist I,BMC Software,Pune,4.0,9.0,6.5,14.2,23.2,18.7,"['python', 'machine learning', 'application development', 'tensorflow', 'pytorch', 'kubernetes', 'rest', 'algorithms']","python, machine learning, application development, tensorflow, pytorch, kubernetes, rest, algorithms"
Data Scientist,AI/ML Engineer / Data Scientist (GenAI),Calsoft,"Kolkata, Indore, Pune, Bengaluru",3.0,6.0,4.5,14.2,23.2,18.7,"['data science', 'scalability', 'gcp', 'cloud', 'deployment', 'client interaction', 'aws', 'sql']","data science, scalability, gcp, cloud, deployment, client interaction, aws, sql"
Data Scientist,Data Scientist,Leading Client,Hyderabad,5.0,10.0,7.5,14.2,23.2,18.7,"['bi', 'power bi', 'power query', 'report builder', 'dax', 'python', 'data analysis', 'data analytics']","bi, power bi, power query, report builder, dax, python, data analysis, data analytics"
Data Scientist,"Data Scientist, Digital Platforms & Products",Magna International,Bengaluru,6.0,7.0,6.5,14.2,23.2,18.7,"['python', 'cloud services', 'data manipulation', 'azure', 'pyspark', 'power bi', 'aws sagemaker', 'sql']","python, cloud services, data manipulation, azure, pyspark, power bi, aws sagemaker, sql"
Data Scientist,Data Scientist / Machine Learning Engineer,KPMG Assurance and Consulting Services LLP,"Bangalore Rural, Bengaluru",4.0,9.0,6.5,14.2,23.2,18.7,"['data science', 'predictive modeling', 'vertex ai', 'statistical modeling', 'aiml', 'machine learning engineer', 'machine learning', 'statistics']","data science, predictive modeling, vertex ai, statistical modeling, aiml, machine learning engineer, machine learning, statistics"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,3.0,7.0,5.0,14.2,23.2,18.7,"['python', 'scikit', 'learn', 'tensorflow', 'pytorch', 'keras', 'natural language processing', 'neural networks', 'predictive']","python, scikit, learn, tensorflow, pytorch, keras, natural language processing, neural networks, predictive"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,3.0,7.0,5.0,14.2,23.2,18.7,"['python', 'scikit', 'learn', 'tensorflow', 'pytorch', 'keras', 'natural language processing', 'predictive', 'pyspark']","python, scikit, learn, tensorflow, pytorch, keras, natural language processing, predictive, pyspark"
Data Scientist,Data Scientist,Alstom,"Bengaluru, KA",5.0,9.0,7.0,14.2,23.2,18.7,"['python', 'software testing', 'linux internals', 'artificial intelligence', 'machine learning algorithms', 'natural language processing', 'video analytics', 'sql']","python, software testing, linux internals, artificial intelligence, machine learning algorithms, natural language processing, video analytics, sql"
Data Scientist,Data Scientist,Hexaware Technologies,"Pune, Bengaluru, Mumbai (All Areas)",6.0,9.0,7.5,8.0,18.0,13.0,"['data science', 'machine learning', 'python', 'science', 'data', 'machine']","data science, machine learning, python, science, data, machine"
Data Scientist,Data Scientist / Data Analyst (R Focus),Geotechnosoft,Patna,0.0,2.0,1.0,14.2,23.2,18.7,"['computer science', 'data analysis', 'focus', 'analytical', 'machine learning', 'data collection', 'data analyst', 'data quality']","computer science, data analysis, focus, analytical, machine learning, data collection, data analyst, data quality"
Data Scientist,Data Scientist,Genpact,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",4.0,9.0,6.5,9.0,19.0,14.0,"['data science', 'aiml', 'machine learning', 'deep learning', 'python', 'llms', 'machine', 'data']","data science, aiml, machine learning, deep learning, python, llms, machine, data"
Data Scientist,Data Scientist,IT,Bengaluru,6.0,11.0,8.5,14.2,23.2,18.7,"['data science', 'r program', 'python', 'sql', 'deep learning', 'data', 'r', 'science']","data science, r program, python, sql, deep learning, data, r, science"
Data Scientist,Gen AI Data Scientist - PAN INDIA,Genpact,"Hybrid - Hyderabad, Gurugram, Bengaluru",6.0,11.0,8.5,14.2,23.2,18.7,"['python', 'machine learning', 'gen ai data scientist', 'azure', 'predictive modeling', 'generative ai', 'logistic regression', 'natural language processing']","python, machine learning, gen ai data scientist, azure, predictive modeling, generative ai, logistic regression, natural language processing"
Data Scientist,Data Scientist,Sanofi,Hyderabad,3.0,8.0,5.5,14.2,23.2,18.7,"['continuous integration', 'data science', 'gcp', 'spark', 'aws', 'algorithms', 'deploying models', 'data validation']","continuous integration, data science, gcp, spark, aws, algorithms, deploying models, data validation"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5.0,7.0,6.0,14.2,23.2,18.7,"['python', 'data analytics', 'cloud technologies', 'tableau', 'ml', 'hive', 'algorithms', 'natural language processing']","python, data analytics, cloud technologies, tableau, ml, hive, algorithms, natural language processing"
Data Scientist,Data Scientist,Motorola Solutions,Bengaluru,4.0,9.0,6.5,14.2,23.2,18.7,"['computer science', 'data analysis', 'automation', 'coding', 'analytical', 'machine learning', 'hypothesis testing', 'data mining']","computer science, data analysis, automation, coding, analytical, machine learning, hypothesis testing, data mining"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5.0,7.0,6.0,14.2,23.2,18.7,"['python', 'data analytics', 'cloud technologies', 'tableau', 'ml', 'hive', 'algorithms', 'natural language processing']","python, data analytics, cloud technologies, tableau, ml, hive, algorithms, natural language processing"
Data Scientist,LLM Data Scientist,Gokloud Software Solutions,Remote,3.0,5.0,4.0,14.2,23.2,18.7,"['large language model', 'natural language processing', 'python', 'tensorflow', 'pytorch', 'huggingface', 'data', 'languages']","large language model, natural language processing, python, tensorflow, pytorch, huggingface, data, languages"
Data Scientist,Data Scientist,Capgemini,"Noida, Hyderabad, Gurugram",4.0,5.0,4.5,14.2,23.2,18.7,"['natural language processing', 'data mining', 'data science', 'computer vision', 'machine learning algorithms', 'hive', 'algorithms', 'scipy']","natural language processing, data mining, data science, computer vision, machine learning algorithms, hive, algorithms, scipy"
Data Scientist,Data Scientist,Anewa Engineering Pvt Ltd - NMDC Energy,Hybrid - Hyderabad,5.0,8.0,6.5,14.2,23.2,18.7,"['ai & ml models', 'power bi', 'azure cloud', 'python', 'sql', 'computer vision', 'bi', 'computer']","ai & ml models, power bi, azure cloud, python, sql, computer vision, bi, computer"
Data Scientist,Data Engineer /Data Scientist,Trantor,"Hybrid - Noida, Pune, Bengaluru",7.0,11.0,9.0,14.2,23.2,18.7,"['business intelligence', 'data architecture', 'azure', 'python', 'data engineering', 'data', 'architecture']","business intelligence, data architecture, azure, python, data engineering, data, architecture"
Data Scientist,"Data Scientist-Snowflake, Python",Photon,Bengaluru,6.0,9.0,7.5,14.2,23.2,18.7,"['data modeling', 'devops', 'snowflake', 'python', 'aws', 'data warehousing', 'pyspark', 'sql']","data modeling, devops, snowflake, python, aws, data warehousing, pyspark, sql"
Data Scientist,Data Scientist,Blue Star,Thane,0.0,2.0,1.0,14.2,23.2,18.7,"['algorithms', 'python', 'modeling', 'data analysis', 'data analytics', 'natural language processing', 'data mining', 'predictive']","algorithms, python, modeling, data analysis, data analytics, natural language processing, data mining, predictive"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Mumbai,3.0,7.0,5.0,14.2,23.2,18.7,"['python', 'ml algorithms', 'tensorflow', 'pytorch', 'statistics', 'algorithms', 'cnn', 'natural language processing']","python, ml algorithms, tensorflow, pytorch, statistics, algorithms, cnn, natural language processing"
Data Scientist,Data Scientist (Tabular & Text) - GM Data & AI Lab,BNP Paribas,Mumbai,1.0,6.0,3.5,14.2,23.2,18.7,"['python', 'numpy', 'machine learning', 'network architectures', 'artificial intelligence', 'data management', 'data analytics', 'data security']","python, numpy, machine learning, network architectures, artificial intelligence, data management, data analytics, data security"
Data Scientist,Data Scientist,BNP Paribas,Mumbai,1.0,3.0,2.0,14.2,23.2,18.7,"['data science', 'pandas', 'transformers', 'python', 'ai model', 'pytorch', 'scikit', 'learn', 'langchain']","data science, pandas, transformers, python, ai model, pytorch, scikit, learn, langchain"
Data Scientist,Data Scientist,R2R CONSULTANTS,"Mumbai, Thane",4.0,5.0,4.5,12.0,15.0,13.5,"['data analytics', 'customer loyalty', 'customer retention', 'data', 'retention', 'loyalty', 'analytics']","data analytics, customer loyalty, customer retention, data, retention, loyalty, analytics"
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Hyderabad,3.0,7.0,5.0,14.2,23.2,18.7,"['elastic search', 'java', 'cobol', 'splunk', 'agile', 'targetlink', 'simulink', 'data management']","elastic search, java, cobol, splunk, agile, targetlink, simulink, data management"
Data Scientist,Data Scientist,Biz2Credit,Pune,20.0,30.0,25.0,14.2,23.2,18.7,"['python', 'mathematics', 'bi', 'predictive', 'power bi', 'machine learning', 'classification', 'sql']","python, mathematics, bi, predictive, power bi, machine learning, classification, sql"
Data Scientist,Pune || Data Scientist,Globallogic,Pune,5.0,10.0,7.5,14.2,23.2,18.7,"['scikit', 'learn', 'numpy', 'artificial intelligence', 'sql', 'docker', 'deep learning', 'tensorflow', 'git']","scikit, learn, numpy, artificial intelligence, sql, docker, deep learning, tensorflow, git"
Data Scientist,Data scientist,Aziro,Bengaluru,7.0,12.0,9.5,14.2,23.2,18.7,"['kubernetes', 'scikit', 'learn', 'nltk', 'aks', 'numpy', 'eks', 'artificial intelligence', 'tensorflow']","kubernetes, scikit, learn, nltk, aks, numpy, eks, artificial intelligence, tensorflow"
Data Scientist,Data Scientist,Retransform,Mumbai,3.0,4.0,3.5,14.2,23.2,18.7,"['training', 'data science', 'data modeling', 'spark', 'mysql', 'machine learning', 'hadoop', 'object oriented programming']","training, data science, data modeling, spark, mysql, machine learning, hadoop, object oriented programming"
Data Scientist,Data Scientist,Gokloud Software Solutions,Remote,3.0,7.0,5.0,14.2,23.2,18.7,"['machine learning', 'deep learning', 'python', 'tensorflow', 'scikit', 'learn', 'data', 'machine']","machine learning, deep learning, python, tensorflow, scikit, learn, data, machine"
Data Scientist,Data Scientist,Rebaca Technologies,Kolkata,3.0,5.0,4.0,14.2,23.2,18.7,"['llm', 'genai', 'data science', 'cnn', 'rnn', 'data science algorithms', 'rag', 'algorithm']","llm, genai, data science, cnn, rnn, data science algorithms, rag, algorithm"
Data Scientist,Data Scientist,WTW Global Delivery And Solutions,Hybrid - Thane,5.0,10.0,7.5,9.5,19.5,14.5,"['python', 'predictive modeling', 'generative ai', 'power bi', 'hadoop', 'finance analytics', 'big data', 'kafka']","python, predictive modeling, generative ai, power bi, hadoop, finance analytics, big data, kafka"
Data Scientist,Data Scientist,Jaggaer,Hyderabad,3.0,7.0,5.0,14.2,23.2,18.7,"['python', 'natural language processing', 'scikit', 'learn', 'forecasting', 'information retrieval', 'predictive', 'adk', 'azure']","python, natural language processing, scikit, learn, forecasting, information retrieval, predictive, adk, azure"
